timestamp,event,data
2026 06 24 16:44:42.914019,PHASE_PREPARING,
2026 06 24 16:44:47.925680,PHASE_SSVEP,
2026 06 24 16:44:47.990737,SSVEP_UPDATE,"fbcca_quad=1, fbcca_conf=0.2591, fbcca_ratio=1.6222, fbcca_consec=1, fbcca_scores=[0.05478463777132379, 0.08887405099053412, 0.04503855181050562, 0.022831231794393836], fbcca_probs=[0.25040502515939567, 0.2590883493650154, 0.24797641022782557, 0.24253021524776336], cca_quad=1, cca_conf=0.2702, cca_ratio=1.5198, cca_scores=[0.13427916973635298, 0.2040722873253975, 0.09518853954791748, 0.06703341124949572], cca_probs=[0.2519580118186168, 0.27017112957125106, 0.24229883595737192, 0.23557202265276014]"
2026 06 24 16:44:49.007001,SSVEP_UPDATE,"fbcca_quad=0, fbcca_conf=0.2630, fbcca_ratio=1.8147, fbcca_consec=1, fbcca_scores=[0.1060888368634872, 0.028600542199037998, 0.05846153720775432, 0.02558988334985401], fbcca_probs=[0.2630483273141159, 0.24343488028909643, 0.25081370933557884, 0.2427030830612088], cca_quad=0, cca_conf=0.2650, cca_ratio=1.4711, cca_scores=[0.19157548543389707, 0.11537169046441186, 0.13022200946986878, 0.09330493793076336], cca_probs=[0.26500443652867306, 0.2455603575196432, 0.24923421865206372, 0.24020098729962003]"
2026 06 24 16:44:50.039563,SSVEP_UPDATE,"fbcca_quad=0, fbcca_conf=0.2755, fbcca_ratio=3.0216, fbcca_consec=2, fbcca_scores=[0.17875456249308141, 0.04326009788048906, 0.059159444724185294, 0.03870131556955407], fbcca_probs=[0.2754915384998132, 0.24058235184783094, 0.2444380242181354, 0.23948808543422045], cca_quad=0, cca_conf=0.2736, cca_ratio=1.9005, cca_scores=[0.2455057488446654, 0.12893924818616387, 0.12918293416896529, 0.1117074839707863], cca_probs=[0.2736034075102007, 0.24349907393226286, 0.24355841847382806, 0.23933910008370826]"
2026 06 24 16:44:51.061448,SSVEP_UPDATE,"fbcca_quad=0, fbcca_conf=0.2849, fbcca_ratio=4.0604, fbcca_consec=3, fbcca_scores=[0.2043412900196832, 0.013119265047780429, 0.050325941346246475, 0.014126502512333473], fbcca_probs=[0.28490113050489524, 0.2353138569583927, 0.24423401923940838, 0.2355509932973036], cca_quad=0, cca_conf=0.2913, cca_ratio=2.6613, cca_scores=[0.2853683530218807, 0.06710839307836707, 0.10722926733399905, 0.05200705188229655], cca_probs=[0.29132352266460204, 0.23419976585842875, 0.24378710542282347, 0.23068960605414576]"
2026 06 24 16:44:52.075717,SSVEP_UPDATE,"fbcca_quad=0, fbcca_conf=0.2979, fbcca_ratio=5.3497, fbcca_consec=4, fbcca_scores=[0.2677137667094213, 0.0031772976765906493, 0.05004316361752247, 0.025817002004251043], fbcca_probs=[0.2978770973873695, 0.22863903819262685, 0.23960946611859787, 0.2338743983014058], cca_quad=0, cca_conf=0.3004, cca_ratio=3.4241, cca_scores=[0.31911510169729135, 0.033466580049127385, 0.0931967454764571, 0.06998861656815902], cca_probs=[0.3004093387598369, 0.22576564348428732, 0.23966153351271918, 0.2341634842431567]"
2026 06 24 16:44:53.088701,SSVEP_UPDATE,"fbcca_quad=0, fbcca_conf=0.3377, fbcca_ratio=18.0344, fbcca_consec=5, fbcca_scores=[0.4430453528421687, 0.016154782903300795, 0.024566648514964002, 0.013806708422731392], fbcca_probs=[0.3376568434690241, 0.22033289324664873, 0.22219412115905693, 0.2198161421252703], cca_quad=0, cca_conf=0.3150, cca_ratio=5.1977, cca_scores=[0.38143294841330994, 0.07338482688733755, 0.06537866613543596, 0.040571898520431596], cca_probs=[0.3149549213876224, 0.23145405801965016, 0.22960839780931086, 0.22398262278341663]"
2026 06 24 16:44:53.088701,SSVEP_CONFIRMED,"fbcca_quad=0, fbcca_conf=0.3377, fbcca_ratio=18.0344, fbcca_consec=5, fbcca_scores=[0.4430453528421687, 0.016154782903300795, 0.024566648514964002, 0.013806708422731392], fbcca_probs=[0.3376568434690241, 0.22033289324664873, 0.22219412115905693, 0.2198161421252703], cca_quad=0, cca_conf=0.3150, cca_ratio=5.1977, cca_scores=[0.38143294841330994, 0.07338482688733755, 0.06537866613543596, 0.040571898520431596], cca_probs=[0.3149549213876224, 0.23145405801965016, 0.22960839780931086, 0.22398262278341663]"
2026 06 24 16:44:53.088701,SELECTION,"quad=0, result=navigate, output=''"
2026 06 24 16:44:56.098189,PHASE_SSVEP,
2026 06 24 16:44:56.130480,SSVEP_UPDATE,"fbcca_quad=0, fbcca_conf=0.2776, fbcca_ratio=2.4297, fbcca_consec=1, fbcca_scores=[0.20164811960360415, 0.08299471586817028, 0.041530479946886655, 0.053812835366078], fbcca_probs=[0.2775671123148325, 0.24651167276814373, 0.23649926745120303, 0.23942194746582082], cca_quad=0, cca_conf=0.2728, cca_ratio=1.6909, cca_scores=[0.20342248326915707, 0.12030231840760983, 0.05538430208833654, 0.07912882780540433], cca_probs=[0.2727947857233024, 0.2510368263781169, 0.23525772861236663, 0.24091065928621402]"
2026 06 24 16:44:57.142445,SSVEP_UPDATE,"fbcca_quad=1, fbcca_conf=0.2566, fbcca_ratio=1.0170, fbcca_consec=1, fbcca_scores=[0.11326831782998448, 0.11519366648759735, 0.10184270389399823, 0.022999728357592064], fbcca_probs=[0.2561309843344565, 0.25662460082075256, 0.25322118536505744, 0.2340232294797334], cca_quad=0, cca_conf=0.2601, cca_ratio=1.0006, cca_scores=[0.18034962934696044, 0.1802395147787821, 0.12712208828181396, 0.07092008201424069], cca_probs=[0.2601186516278699, 0.26009001035181056, 0.24663520405543912, 0.23315613396488044]"
2026 06 24 16:44:58.174918,SSVEP_UPDATE,"fbcca_quad=1, fbcca_conf=0.2840, fbcca_ratio=2.8913, fbcca_consec=2, fbcca_scores=[0.08227878059303206, 0.23789467104802955, 0.07935107643774046, 0.029192662045496802], fbcca_probs=[0.2430870744452365, 0.2840174274845375, 0.24237642819587984, 0.23051906987434614], cca_quad=1, cca_conf=0.2827, cca_ratio=2.0357, cca_scores=[0.13063543589559562, 0.26593491224621973, 0.09044365560218721, 0.07291954116120393], cca_probs=[0.24694999011670304, 0.28272800525787567, 0.23722144374207182, 0.23310056088334943]"
2026 06 24 16:44:59.189840,SSVEP_UPDATE,"fbcca_quad=1, fbcca_conf=0.2908, fbcca_ratio=3.0371, fbcca_consec=3, fbcca_scores=[0.08560630878412112, 0.2599989824745446, 0.028250005383432485, 0.04409191068220365], fbcca_probs=[0.24425296878549, 0.2907887676540402, 0.2306377140963693, 0.23432054946410058], cca_quad=1, cca_conf=0.2954, cca_ratio=1.8891, cca_scores=[0.18068555595052285, 0.34134055491087517, 0.07293120153393212, 0.07801427147538141], cca_probs=[0.2516007178388949, 0.2954496333723785, 0.22589923194750297, 0.2270504168412235]"
2026 06 24 16:45:00.210719,SSVEP_UPDATE,"fbcca_quad=1, fbcca_conf=0.2643, fbcca_ratio=1.2350, fbcca_consec=4, fbcca_scores=[0.11669145150293252, 0.14411816815831432, 0.06756362860075323, 0.021812224751813537], fbcca_probs=[0.25711247096739714, 0.26426181522289083, 0.2447863517635841, 0.2338393620461279], cca_quad=1, cca_conf=0.2706, cca_ratio=1.1401, cca_scores=[0.20691272730700846, 0.23590927425368471, 0.11130531380934582, 0.06360714169029746], cca_probs=[0.26283066928063226, 0.2705634208683093, 0.23886596250835818, 0.22773994734270023]"
2026 06 24 16:45:01.231121,SSVEP_UPDATE,"fbcca_quad=0, fbcca_conf=0.3276, fbcca_ratio=4.2539, fbcca_consec=1, fbcca_scores=[0.42062347729680416, 0.011902824994445145, 0.09887893172232926, 0.010507928550637983], fbcca_probs=[0.32755131617514716, 0.21765779486320616, 0.23743649252857196, 0.2173543964330746], cca_quad=0, cca_conf=0.3166, cca_ratio=2.4440, cca_scores=[0.42883315878919503, 0.07719503431423291, 0.1754669285717965, 0.0408433648838255], cca_probs=[0.3166423244849696, 0.2227688525976922, 0.2457725691630712, 0.21481625375426694]"
2026 06 24 16:45:02.254684,SSVEP_UPDATE,"fbcca_quad=0, fbcca_conf=0.2723, fbcca_ratio=1.8985, fbcca_consec=2, fbcca_scores=[0.14681825600939816, 0.00831987794123284, 0.07733444610676647, 0.006082803569461622], fbcca_probs=[0.27231194758139915, 0.2370923901880297, 0.25403307252987795, 0.2365625897006932], cca_quad=0, cca_conf=0.2899, cca_ratio=1.8039, cca_scores=[0.2826745856734777, 0.04747375649377713, 0.15670219919620823, 0.03135130661926285], cca_probs=[0.2898700128381184, 0.22911676437875877, 0.2555607637909121, 0.22545245899221064]"
2026 06 24 16:45:03.277042,SSVEP_UPDATE,"fbcca_quad=0, fbcca_conf=0.2780, fbcca_ratio=1.9224, fbcca_consec=3, fbcca_scores=[0.20333811339995522, 0.04526251990768669, 0.10577193722573769, 0.024416355771173175], fbcca_probs=[0.27800953928997674, 0.23736044092504827, 0.25216641610393703, 0.23246360368103808], cca_quad=0, cca_conf=0.2772, cca_ratio=2.0803, cca_scores=[0.23402217844744744, 0.11249310084581901, 0.10016922394542503, 0.06817771442341206], cca_probs=[0.27720319929863957, 0.24548153514049312, 0.24247481619162936, 0.23484044936923787]"
