time,mV

2026 05 16 14:23:13.931772,352
,363
,343
,338
,363
,377
,353
,333
,363
,372
,356
,356
,371
,357
2026 05 16 14:23:13.997114,358
,349
,363
,361
,368
,370
,350
,356
,353
,378
,362
,344
,368
,371
2026 05 16 14:23:14.058855,350
,353
,370
,379
,360
,351
,380
,361
,330
,361
,366
,376
,352
,359
2026 05 16 14:23:14.124469,364
,349
,362
,371
,367
,348
,360
,373
,361
,347
,348
,362
,364
,339
2026 05 16 14:23:14.185915,349
,364
,333
,338
,362
,341
,340
,346
,352
,339
,330
,351
,346
,338
2026 05 16 14:23:14.246999,339
,360
,360
,325
,345
,371
,365
,349
,345
,366
,348
,353
,373
,358
2026 05 16 14:23:14.312491,356
,360
,369
,355
,362
,344
,354
,352
,353
,367
,366
,349
,354
,371
2026 05 16 14:23:14.374240,373
,338
,357
,375
,366
,351
,377
,380
,370
,362
,385
,360
,336
,371
2026 05 16 14:23:14.439453,395
,362
,363
,368
,373
,335
,359
,378
,368
,353
,362
,380
,359
,349
2026 05 16 14:23:14.501157,366
,379
,350
,352
,368
,357
,341
,360
,382
,365
,355
,357
,379
,355
2026 05 16 14:23:14.562213,354
,352
,368
,341
,349
,369
,372
,342
,356
,383
,359
,352
,364
,366
2026 05 16 14:23:14.627619,345
,335
,362
,354
,344
,361
,373
,363
,349
,356
,370
,353
,368
,386
2026 05 16 14:23:14.689246,373
,347
,356
,370
,353
,346
,364
,381
,352
,346
,371
,366
,348
,360
2026 05 16 14:23:14.754890,376
,367
,339
,360
,390
,368
,363
,354
,369
,362
,344
,376
,359
,348
2026 05 16 14:23:14.816024,367
,384
,378
,361
,354
,381
,350
,349
,369
,382
,363
,358
,364
,365
2026 05 16 14:23:14.877532,346
,366
,386
,355
,355
,347
,365
,352
,364
,378
,365
,338
,371
,367
2026 05 16 14:23:14.943330,354
,343
,366
,370
,355
,350
,375
,372
,350
,362
,363
,366
,353
,367
2026 05 16 14:23:15.004824,367
,367
,352
,374
,371
,352
,350
,378
,361
,337
,368
,389
,364
,368
2026 05 16 14:23:15.070479,372
,374
,353
,367
,384
,363
,341
,359
,389
,371
,362
,364
,364
,351
2026 05 16 14:23:15.131897,358
,375
,371
,348
,363
,382
,357
,345
,369
,379
,363
,364
,376
,368
2026 05 16 14:23:15.193489,357
,375
,398
,362
,352
,370
,388
,378
,358
,371
,372
,350
,365
,373
2026 05 16 14:23:15.258336,376
,350
,365
,380
,362
,354
,375
,370
,357
,351
,385
,367
,339
,353
2026 05 16 14:23:15.319926,381
,366
,343
,378
,375
,348
,346
,379
,371
,354
,352
,363
,357
,349
2026 05 16 14:23:15.385915,363
,373
,361
,352
,388
,367
,350
,358
,367
,355
,356
,351
,355
,356
2026 05 16 14:23:15.447418,350
,361
,368
,352
,353
,377
,371
,338
,352
,375
,356
,325
,361
,361
2026 05 16 14:23:15.508511,336
,339
,357
,361
,335
,342
,365
,363
,347
,345
,359
,348
,354
,343
2026 05 16 14:23:15.574327,364
,321
,339
,370
,348
,336
,344
,370
,370
,347
,350
,369
,348
,352
2026 05 16 14:23:15.635805,358
,362
,323
,343
,366
,352
,340
,371
,388
,357
,341
,364
,362
,349
2026 05 16 14:23:15.700801,344
,377
,354
,334
,365
,373
,348
,343
,361
,352
,335
,341
,367
,366
2026 05 16 14:23:15.762793,338
,351
,355
,351
,340
,362
,363
,353
,355
,372
,352
,342
,352
,372
2026 05 16 14:23:15.823444,361
,347
,378
,368
,345
,348
,372
,372
,350
,361
,372
,349
,344
,353
2026 05 16 14:23:15.889197,376
,357
,363
,375
,365
,341
,355
,353
,362
,358
,360
,366
,349
,352
2026 05 16 14:23:15.951039,357
,350
,348
,331
,361
,359
,333
,356
,371
,363
,353
,355
,355
,350
2026 05 16 14:23:16.016661,347
,360
,366
,340
,351
,375
,340
,352
,364
,368
,341
,350
,365
,363
2026 05 16 14:23:16.077342,333
,353
,382
,368
,343
,334
,368
,346
,332
,360
,357
,340
,337
,368
2026 05 16 14:23:16.139106,352
,333
,334
,354
,355
,326
,355
,361
,336
,349
,367
,353
,333
,344
2026 05 16 14:23:16.205112,358
,349
,339
,348
,368
,330
,336
,356
,359
,337
,352
,376
,344
,336
2026 05 16 14:23:16.266522,360
,372
,339
,343
,370
,367
,354
,351
,366
,366
,338
,354
,376
,351
2026 05 16 14:23:16.331159,352
,360
,364
,337
,340
,358
,357
,343
,333
,359
,352
,341
,350
,357
2026 05 16 14:23:16.393462,345
,361
,348
,351
,344
,353
,368
,356
,336
,351
,375
,341
,333
,360
2026 05 16 14:23:16.454699,357
,333
,341
,374
,356
,333
,342
,365
,353
,344
,358
,358
,347
,358
2026 05 16 14:23:16.520127,372
,368
,346
,347
,371
,362
,345
,341
,367
,351
,340
,365
,366
,347
2026 05 16 14:23:16.581275,347
,365
,350
,340
,338
,360
,340
,350
,360
,361
,345
,330
,380
,361
2026 05 16 14:23:16.647406,338
,358
,362
,361
,340
,362
,375
,335
,347
,369
,360
,324
,351
,371
2026 05 16 14:23:16.708833,364
,332
,360
,372
,344
,321
,347
,358
,339
,346
,366
,335
,335
,337
2026 05 16 14:23:16.770183,357
,346
,337
,360
,353
,328
,348
,363
,370
,341
,361
,365
,339
,337
2026 05 16 14:23:16.835799,351
,369
,350
,351
,359
,372
,349
,330
,357
,351
,337
,357
,351
,355
2026 05 16 14:23:16.897199,348
,362
,357
,344
,350
,370
,363
,318
,359
,374
,345
,352
,376
,372
2026 05 16 14:23:16.962846,348
,342
,358
,352
,337
,348
,374
,348
,328
,349
,363
,336
,354
,363
2026 05 16 14:23:17.023837,368
,342
,351
,368
,356
,349
,366
,361
,341
,343
,372
,356
,332
,363
2026 05 16 14:23:17.085006,360
,341
,339
,342
,369
,370
,345
,367
,370
,338
,349
,368
,358
,338
2026 05 16 14:23:17.150403,354
,370
,350
,329
,363
,362
,339
,347
,377
,370
,336
,358
,369
,342
2026 05 16 14:23:17.212774,332
,352
,357
,350
,348
,378
,359
,334
,342
,375
,358
,354
,356
,356
2026 05 16 14:23:17.278101,327
,348
,361
,366
,341
,345
,373
,344
,340
,355
,367
,343
,340
,360
2026 05 16 14:23:17.339160,360
,347
,343
,350
,350
,347
,344
,358
,357
,345
,346
,365
,336
,339
2026 05 16 14:23:17.400647,366
,356
,323
,371
,360
,353
,344
,340
,367
,345
,334
,356
,356
,337
2026 05 16 14:23:17.466641,335
,360
,355
,331
,339
,361
,350
,327
,355
,358
,328
,339
,352
,349
2026 05 16 14:23:17.528078,325
,336
,351
,332
,336
,330
,354
,336
,332
,364
,350
,340
,324
,349
2026 05 16 14:23:17.593442,350
,323
,344
,351
,334
,336
,350
,348
,321
,327
,346
,355
,330
,344
2026 05 16 14:23:17.654408,366
,328
,335
,344
,352
,338
,341
,363
,366
,331
,338
,352
,354
,336
2026 05 16 14:23:17.716251,349
,363
,341
,333
,351
,360
,330
,333
,359
,333
,330
,342
,360
,353
2026 05 16 14:23:17.781865,320
,363
,353
,331
,340
,362
,345
,340
,352
,350
,347
,338
,347
,347
