time,mV

2026 05 16 14:13:37.718366,360
,376
,343
,346
,373
,366
,343
,349
,372
,352
,336
,359
,381
,345
2026 05 16 14:13:37.783370,329
,367
,376
,344
,353
,387
,376
,344
,361
,376
,357
,346
,373
,376
2026 05 16 14:13:37.845277,339
,333
,386
,366
,346
,366
,385
,365
,344
,366
,376
,343
,348
,379
2026 05 16 14:13:37.910174,371
,319
,351
,390
,372
,342
,367
,379
,358
,340
,367
,384
,365
,366
2026 05 16 14:13:37.971818,389
,368
,353
,369
,389
,362
,345
,382
,378
,358
,367
,390
,380
,346
2026 05 16 14:13:38.033712,364
,385
,360
,344
,352
,384
,348
,337
,380
,371
,334
,357
,392
,374
2026 05 16 14:13:38.099272,347
,368
,384
,340
,354
,378
,385
,350
,352
,389
,371
,343
,359
,380
2026 05 16 14:13:38.160680,359
,346
,365
,381
,336
,338
,384
,372
,332
,360
,388
,357
,337
,384
2026 05 16 14:13:38.226157,393
,351
,353
,388
,378
,344
,354
,380
,351
,336
,358
,377
,332
,333
2026 05 16 14:13:38.287312,376
,378
,347
,358
,376
,375
,346
,365
,383
,352
,335
,370
,376
,339
2026 05 16 14:13:38.348899,353
,380
,382
,351
,366
,374
,357
,344
,373
,379
,346
,349
,372
,365
2026 05 16 14:13:38.414158,342
,351
,365
,340
,356
,390
,399
,356
,352
,384
,378
,350
,356
,387
2026 05 16 14:13:38.476177,368
,338
,367
,376
,352
,346
,365
,374
,335
,346
,382
,377
,343
,354
2026 05 16 14:13:38.541548,379
,343
,343
,373
,386
,357
,347
,373
,371
,348
,354
,381
,360
,333
2026 05 16 14:13:38.603085,369
,385
,338
,340
,391
,366
,357
,354
,376
,358
,354
,360
,384
,348
2026 05 16 14:13:38.664365,340
,369
,372
,342
,339
,375
,362
,337
,351
,375
,344
,314
,358
,370
2026 05 16 14:13:38.729367,339
,335
,385
,362
,317
,345
,379
,361
,332
,371
,394
,331
,344
,369
2026 05 16 14:13:38.791586,369
,323
,348
,383
,348
,326
,344
,359
,327
,340
,366
,369
,325
,336
2026 05 16 14:13:38.856105,373
,363
,336
,348
,372
,341
,336
,361
,366
,338
,341
,373
,361
,329
2026 05 16 14:13:38.918218,341
,370
,340
,300
,354
,372
,335
,337
,372
,344
,336
,362
,378
,353
2026 05 16 14:13:38.979746,328
,354
,365
,335
,333
,369
,363
,322
,335
,358
,350
,331
,354
,363
2026 05 16 14:13:39.045015,351
,321
,350
,365
,340
,350
,381
,360
,321
,350
,374
,335
,324
,343
2026 05 16 14:13:39.107576,349
,330
,334
,370
,352
,320
,335
,367
,344
,334
,338
,357
,327
,319
2026 05 16 14:13:39.171764,358
,353
,320
,333
,364
,335
,312
,345
,370
,328
,322
,372
,367
,320
2026 05 16 14:13:39.233387,330
,350
,346
,323
,352
,367
,339
,320
,359
,365
,329
,336
,365
,350
2026 05 16 14:13:39.295313,318
,336
,369
,332
,324
,352
,363
,346
,315
,350
,340
,323
,349
,378
2026 05 16 14:13:39.360740,355
,329
,356
,377
,336
,334
,370
,362
,332
,338
,376
,345
,327
,346
2026 05 16 14:13:39.421791,371
,342
,321
,358
,361
,333
,332
,359
,347
,317
,329
,368
,327
,328
2026 05 16 14:13:39.483312,355
,353
,328
,322
,344
,334
,317
,329
,364
